time, number of rows, filesize (MB)
2024-02-05 23:16:12.559787, 1491226, 680.312832
2024-02-05 23:18:12.561837, 1491834, 680.59136
2024-02-05 23:20:12.571371, 1492443, 680.865792
2024-02-05 23:22:12.608823, 1493055, 681.14432
2024-02-05 23:24:12.608368, 1493657, 681.422848
2024-02-05 23:26:12.618460, 1494244, 681.689088
2024-02-05 23:28:12.624010, 1494820, 681.951232
2024-02-05 23:30:12.639215, 1495385, 682.20928
2024-02-05 23:32:12.650027, 1495960, 682.471424
2024-02-05 23:34:12.659687, 1496552, 682.74176
2024-02-05 23:36:12.671430, 1497144, 683.012096
2024-02-05 23:38:12.713778, 1497728, 683.282432
2024-02-05 23:40:12.712956, 1498307, 683.544576
2024-02-05 23:42:12.718693, 1498883, 683.80672
2024-02-05 23:44:12.720451, 1499459, 684.068864
2024-02-05 23:46:12.712887, 1500025, 684.326912
2024-02-05 23:48:12.802826, 1500583, 684.580864
2024-02-05 23:50:12.818559, 1501143, 684.838912
2024-02-05 23:52:12.896589, 1501692, 685.088768
2024-02-05 23:54:13.057251, 1502227, 685.330432
2024-02-05 23:56:13.081801, 1502741, 685.568
2024-02-05 23:58:13.206649, 1503236, 685.79328
2024-02-06 00:00:13.212146, 1503710, 686.006272
2024-02-06 00:02:13.331090, 1504179, 686.219264
2024-02-06 00:04:13.437011, 1504670, 686.44864
2024-02-06 00:06:13.521659, 1505162, 686.67392
2024-02-06 00:08:13.545407, 1505645, 686.891008
2024-02-06 00:10:13.653747, 1506119, 687.108096
2024-02-06 00:12:13.720662, 1506571, 687.312896
2024-02-06 00:14:13.807153, 1507025, 687.521792
2024-02-06 00:16:13.844808, 1507459, 687.7184
2024-02-06 00:18:13.953704, 1507890, 687.915008
2024-02-06 00:20:14.060829, 1508322, 688.115712
2024-02-06 00:22:14.103603, 1508754, 688.31232
2024-02-06 00:24:14.211722, 1509184, 688.504832
2024-02-06 00:26:14.382384, 1509595, 688.693248
2024-02-06 00:28:14.402972, 1509968, 688.86528
2024-02-06 00:30:14.430376, 1510327, 689.025024
2024-02-06 00:32:14.456248, 1510671, 689.184768
2024-02-06 00:34:14.585611, 1511011, 689.33632
2024-02-06 00:36:14.667435, 1511346, 689.491968
2024-02-06 00:38:14.692603, 1511664, 689.639424
2024-02-06 00:40:14.849805, 1511960, 689.774592
2024-02-06 00:42:14.920741, 1512242, 689.901568
2024-02-06 00:44:14.937755, 1512502, 690.020352
2024-02-06 00:46:15.078810, 1512742, 690.130944
2024-02-06 00:48:15.139425, 1512981, 690.23744
2024-02-06 00:50:15.179715, 1513212, 690.343936
2024-02-06 00:52:15.267615, 1513424, 690.44224
2024-02-06 00:54:15.326892, 1513611, 690.52416
2024-02-06 00:56:15.422600, 1513788, 690.60608
2024-02-06 00:58:15.542425, 1513947, 690.679808
2024-02-06 01:00:15.644424, 1514094, 690.745344
2024-02-06 01:02:15.653352, 1514228, 690.806784
2024-02-06 01:04:15.755905, 1514356, 690.864128
2024-02-06 01:06:15.871647, 1514489, 690.925568
2024-02-06 01:08:15.876844, 1514619, 690.982912
2024-02-06 01:10:15.986292, 1514739, 691.040256
2024-02-06 01:12:16.466494, 1514853, 691.089408
2024-02-06 01:14:16.463200, 1514957, 691.13856
2024-02-06 01:16:22.815527, 1515066, 691.187712
2024-02-06 01:18:16.497071, 1515178, 691.24096
2024-02-06 01:20:16.528170, 1515290, 691.294208
2024-02-06 01:22:16.538289, 1515402, 691.34336
2024-02-06 01:24:16.612189, 1515512, 691.396608
2024-02-06 01:26:16.661107, 1515610, 691.437568
2024-02-06 01:28:16.795301, 1515694, 691.478528
2024-02-06 01:30:16.800379, 1515774, 691.515392
2024-02-06 01:32:16.922207, 1515854, 691.552256
2024-02-06 01:34:17.056582, 1515934, 691.585024
2024-02-06 01:36:17.087046, 1516013, 691.621888
2024-02-06 01:38:17.238297, 1516085, 691.654656
2024-02-06 01:40:17.260975, 1516157, 691.687424
2024-02-06 01:42:17.336309, 1516229, 691.720192
2024-02-06 01:44:17.570487, 1516308, 691.757056
2024-02-06 01:46:17.596477, 1516388, 691.79392
2024-02-06 01:48:17.934084, 1516468, 691.830784
2024-02-06 01:50:17.964168, 1516553, 691.867648
2024-02-06 01:52:17.979713, 1516633, 691.904512
2024-02-06 01:54:17.981585, 1516697, 691.933184
2024-02-06 01:56:18.016425, 1516761, 691.961856
2024-02-06 01:58:18.052327, 1516837, 691.99872
2024-02-06 02:00:18.148115, 1516912, 692.031488
2024-02-06 02:02:18.243692, 1516984, 692.064256
2024-02-06 02:04:18.395119, 1517056, 692.097024
2024-02-06 02:06:18.436495, 1517128, 692.129792
2024-02-06 02:08:18.538849, 1517202, 692.16256
2024-02-06 02:10:18.609121, 1517277, 692.199424
2024-02-06 02:12:18.842382, 1517349, 692.232192
2024-02-06 02:14:18.868382, 1517421, 692.26496
2024-02-06 02:16:18.870220, 1517493, 692.297728
2024-02-06 02:18:19.018639, 1517565, 692.330496
2024-02-06 02:20:19.096765, 1517637, 692.363264
2024-02-06 02:22:19.274194, 1517708, 692.396032
2024-02-06 02:24:19.289816, 1517772, 692.424704
2024-02-06 02:26:19.297387, 1517836, 692.453376
2024-02-06 02:28:19.506843, 1517901, 692.482048
2024-02-06 02:30:19.542209, 1517973, 692.514816
2024-02-06 02:32:25.737775, 1518045, 692.547584
2024-02-06 02:34:25.694584, 1518117, 692.580352
2024-02-06 02:36:19.707886, 1518188, 692.61312
2024-02-06 02:38:19.802551, 1518252, 692.641792
2024-02-06 02:40:19.892334, 1518316, 692.670464
2024-02-06 02:42:20.147583, 1518380, 692.699136
2024-02-06 02:44:20.169694, 1518450, 692.731904
2024-02-06 02:46:20.231365, 1518522, 692.764672
2024-02-06 02:48:20.279009, 1518594, 692.79744
2024-02-06 02:50:20.394677, 1518666, 692.830208
2024-02-06 02:52:20.432163, 1518732, 692.862976
2024-02-06 02:54:20.570501, 1518788, 692.891648
2024-02-06 02:56:20.757703, 1518844, 692.916224
2024-02-06 02:58:20.788145, 1518900, 692.9408
2024-02-06 03:00:20.792200, 1518957, 692.965376
2024-02-06 03:02:20.895156, 1519029, 692.998144
2024-02-06 03:04:20.928328, 1519101, 693.030912
2024-02-06 03:06:20.987602, 1519166, 693.06368
2024-02-06 03:08:21.117416, 1519229, 693.092352
2024-02-06 03:10:21.176318, 1519285, 693.116928
2024-02-06 03:12:21.280627, 1519341, 693.141504
2024-02-06 03:14:21.353584, 1519397, 693.16608
2024-02-06 03:16:21.463858, 1519445, 693.190656
2024-02-06 03:18:21.556127, 1519495, 693.211136
2024-02-06 03:20:21.950327, 1519551, 693.239808
2024-02-06 03:22:21.689013, 1519607, 693.264384
2024-02-06 03:24:21.958575, 1519663, 693.28896
2024-02-06 03:26:28.623603, 1519719, 693.313536
2024-02-06 03:28:21.955014, 1519775, 693.338112
2024-02-06 03:30:22.074218, 1519831, 693.366784
2024-02-06 03:32:22.082225, 1519887, 693.39136
2024-02-06 03:34:22.297308, 1519943, 693.415936
2024-02-06 03:36:22.275899, 1519999, 693.440512
2024-02-06 03:38:22.371061, 1520056, 693.469184
2024-02-06 03:40:22.546472, 1520120, 693.497856
2024-02-06 03:42:22.558029, 1520180, 693.522432
2024-02-06 03:44:22.657004, 1520236, 693.551104
2024-02-06 03:46:22.730257, 1520297, 693.57568
2024-02-06 03:48:22.793714, 1520361, 693.608448
2024-02-06 03:50:22.904840, 1520424, 693.63712
2024-02-06 03:52:22.984321, 1520479, 693.661696
2024-02-06 03:54:23.119949, 1520527, 693.682176
2024-02-06 03:56:23.131451, 1520575, 693.702656
2024-02-06 03:58:23.230821, 1520623, 693.727232
2024-02-06 04:00:23.327392, 1520672, 693.747712
2024-02-06 04:02:23.436177, 1520733, 693.776384
2024-02-06 04:04:23.473676, 1520797, 693.805056
2024-02-06 04:06:23.572331, 1520861, 693.833728
2024-02-06 04:08:23.644798, 1520925, 693.8624
2024-02-06 04:10:23.731751, 1520986, 693.891072
2024-02-06 04:12:23.853131, 1521042, 693.915648
2024-02-06 04:14:23.880162, 1521098, 693.940224
2024-02-06 04:16:23.966552, 1521154, 693.968896
2024-02-06 04:18:24.048338, 1521210, 693.993472
2024-02-06 04:20:24.037679, 1521266, 694.018048
2024-02-06 04:22:24.223735, 1521322, 694.042624
2024-02-06 04:24:24.299217, 1521378, 694.071296
2024-02-06 04:26:24.361067, 1521434, 694.095872
2024-02-06 04:28:24.493324, 1521490, 694.120448
2024-02-06 04:30:24.534368, 1521546, 694.145024
2024-02-06 04:32:24.596602, 1521602, 694.1696
2024-02-06 04:34:24.712030, 1521658, 694.198272
2024-02-06 04:36:24.769728, 1521713, 694.222848
2024-02-06 04:38:24.826931, 1521761, 694.243328
2024-02-06 04:40:24.900241, 1521809, 694.263808
2024-02-06 04:42:25.069646, 1521857, 694.288384
2024-02-06 04:44:25.139266, 1521905, 694.308864
2024-02-06 04:46:25.249643, 1521956, 694.33344
2024-02-06 04:48:25.270090, 1522012, 694.358016
2024-02-06 04:50:25.383876, 1522072, 694.386688
2024-02-06 04:52:25.510118, 1522129, 694.411264
2024-02-06 04:54:25.533110, 1522180, 694.43584
2024-02-06 04:56:25.609896, 1522228, 694.45632
2024-02-06 04:58:25.786162, 1522276, 694.4768
2024-02-06 05:00:25.811188, 1522336, 694.509568
2024-02-06 05:02:25.877137, 1522408, 694.542336
2024-02-06 05:04:26.001164, 1522481, 694.575104
2024-02-06 05:06:26.071936, 1522569, 694.616064
2024-02-06 05:08:26.536976, 1522659, 694.657024
2024-02-06 05:10:26.522045, 1522750, 694.697984
2024-02-06 05:12:26.563106, 1522838, 694.738944
2024-02-06 05:14:26.584166, 1522932, 694.779904
2024-02-06 05:16:26.587836, 1523032, 694.82496
2024-02-06 05:18:26.623337, 1523146, 694.878208
2024-02-06 05:20:26.651125, 1523279, 694.939648
2024-02-06 05:22:26.769617, 1523414, 695.001088
2024-02-06 05:24:26.889859, 1523545, 695.058432
2024-02-06 05:26:26.990141, 1523700, 695.13216
2024-02-06 05:28:27.024958, 1523870, 695.209984
2024-02-06 05:30:27.134747, 1524048, 695.287808
2024-02-06 05:32:27.143295, 1524248, 695.382016
2024-02-06 05:34:27.294437, 1524471, 695.48032
2024-02-06 05:36:27.333036, 1524702, 695.586816
2024-02-06 05:38:27.431266, 1524932, 695.693312
2024-02-06 05:40:27.496015, 1525173, 695.799808
2024-02-06 05:42:27.581260, 1525426, 695.914496
2024-02-06 05:44:27.650061, 1525688, 696.037376
2024-02-06 05:46:27.731327, 1525967, 696.168448
2024-02-06 05:48:27.858492, 1526274, 696.307712
2024-02-06 05:50:27.911480, 1526603, 696.455168
2024-02-06 05:52:27.943735, 1526971, 696.623104
2024-02-06 05:54:28.030589, 1527369, 696.803328
2024-02-06 05:56:28.116476, 1527801, 696.999936
2024-02-06 05:58:28.231532, 1528308, 697.233408
2024-02-06 06:00:28.305869, 1528912, 697.50784
2024-02-06 06:02:28.396434, 1529559, 697.806848
2024-02-06 06:04:28.480789, 1530253, 698.12224
2024-02-06 06:06:28.562612, 1530991, 698.458112
2024-02-06 06:08:28.721222, 1531753, 698.802176
2024-02-06 06:10:28.799983, 1532545, 699.162624
2024-02-06 06:12:28.891388, 1533422, 699.568128
2024-02-06 06:14:29.019196, 1534365, 699.998208
2024-02-06 06:16:29.017471, 1535370, 700.452864
2024-02-06 06:18:29.095105, 1536416, 700.932096
2024-02-06 06:20:29.142226, 1537489, 701.423616
2024-02-06 06:22:29.225876, 1538620, 701.935616
2024-02-06 06:24:29.340199, 1539778, 702.464
2024-02-06 06:26:29.481718, 1540971, 703.012864
2024-02-06 06:28:29.703837, 1542201, 703.56992
2024-02-06 06:30:29.726194, 1543485, 704.155648
2024-02-06 06:32:29.798047, 1544838, 704.774144
2024-02-06 06:34:29.828761, 1546230, 705.409024
2024-02-06 06:36:36.759424, 1547673, 706.06848
2024-02-06 06:38:30.079239, 1549163, 706.748416
2024-02-06 06:40:30.119809, 1550706, 707.448832
2024-02-06 06:42:30.219750, 1552286, 708.173824
2024-02-06 06:44:30.300339, 1553892, 708.902912
2024-02-06 06:46:30.336563, 1555564, 709.668864
2024-02-06 06:48:30.470308, 1557273, 710.447104
2024-02-06 06:50:30.557189, 1559027, 711.24992
2024-02-06 06:52:30.605977, 1560838, 712.073216
2024-02-06 06:54:30.657627, 1562697, 712.925184
2024-02-06 06:56:30.722807, 1564582, 713.781248
2024-02-06 06:58:30.838163, 1566489, 714.653696
2024-02-06 07:00:31.004209, 1568427, 715.534336
2024-02-06 07:02:31.171211, 1570390, 716.43136
2024-02-06 07:04:31.191180, 1572382, 717.340672
2024-02-06 07:06:31.247773, 1574469, 718.29504
2024-02-06 07:08:31.352838, 1576624, 719.27808
2024-02-06 07:10:31.696602, 1578799, 720.269312
2024-02-06 07:12:31.708384, 1581037, 721.289216
2024-02-06 07:14:31.718340, 1583344, 722.345984
2024-02-06 07:16:31.711537, 1585684, 723.410944
2024-02-06 07:18:31.866764, 1588033, 724.484096
2024-02-06 07:20:32.146397, 1590405, 725.56544
2024-02-06 07:22:32.186075, 1592833, 726.67136
2024-02-06 07:24:32.183070, 1595310, 727.801856
2024-02-06 07:26:32.190335, 1597843, 728.961024
2024-02-06 07:28:32.309376, 1600399, 730.124288
2024-02-06 07:30:32.586587, 1603005, 731.312128
2024-02-06 07:32:32.983279, 1605661, 732.524544
2024-02-06 07:34:32.996612, 1608334, 733.745152
2024-02-06 07:36:33.036779, 1611076, 734.994432
2024-02-06 07:38:33.049522, 1613825, 736.251904
2024-02-06 07:40:33.051158, 1616597, 737.517568
2024-02-06 07:42:33.126471, 1619412, 738.799616
2024-02-06 07:44:33.142290, 1622260, 740.098048
2024-02-06 07:46:33.227779, 1625159, 741.421056
2024-02-06 07:48:33.427105, 1628055, 742.744064
2024-02-06 07:50:33.588480, 1630971, 744.075264
2024-02-06 07:52:33.601828, 1633904, 745.422848
2024-02-06 07:54:33.659002, 1636832, 746.754048
2024-02-06 07:56:33.880784, 1639802, 748.109824
2024-02-06 07:58:33.973403, 1642768, 749.461504
2024-02-06 08:00:34.079015, 1645726, 750.813184
2024-02-06 08:02:34.152763, 1648669, 752.156672
2024-02-06 08:04:34.219554, 1651611, 753.50016
2024-02-06 08:06:34.264262, 1654575, 754.847744
2024-02-06 08:08:34.526700, 1657511, 756.191232
2024-02-06 08:10:34.539926, 1660392, 757.506048
2024-02-06 08:12:34.616277, 1663248, 758.808576
2024-02-06 08:14:34.628294, 1666066, 760.09472
2024-02-06 08:16:34.797231, 1668847, 761.360384
2024-02-06 08:18:34.966794, 1671588, 762.61376
2024-02-06 08:20:35.010914, 1674202, 763.805696
2024-02-06 08:22:34.986767, 1676704, 764.94848
2024-02-06 08:24:35.035174, 1679117, 766.046208
2024-02-06 08:26:35.089816, 1681470, 767.123456
2024-02-06 08:28:35.232293, 1683775, 768.176128
2024-02-06 08:30:35.325706, 1686040, 769.204224
2024-02-06 08:32:42.673823, 1688266, 770.224128
2024-02-06 08:34:42.815443, 1690458, 771.219456
2024-02-06 08:36:35.483173, 1692572, 772.186112
2024-02-06 08:38:35.526820, 1694623, 773.124096
2024-02-06 08:40:35.634962, 1696610, 774.029312
2024-02-06 08:42:35.838614, 1698582, 774.930432
2024-02-06 08:44:35.823095, 1700508, 775.806976
2024-02-06 08:46:35.868612, 1702396, 776.671232
2024-02-06 08:48:36.041160, 1704262, 777.519104
2024-02-06 08:50:36.077176, 1706082, 778.350592
2024-02-06 08:52:36.153044, 1707839, 779.153408
2024-02-06 08:54:50.145584, 1709360, 779.849728
2024-02-06 08:56:50.146690, 1711086, 780.632064
2024-02-06 08:58:50.148453, 1712775, 781.406208
2024-02-06 09:00:50.163990, 1714467, 782.176256
2024-02-06 09:02:50.175904, 1716162, 782.9504
2024-02-06 09:04:50.189514, 1717812, 783.704064
2024-02-06 09:06:50.204188, 1719432, 784.44544
2024-02-06 09:08:50.228419, 1721032, 785.170432
2024-02-06 09:10:50.267711, 1722596, 785.883136
2024-02-06 09:12:50.267638, 1724143, 786.591744
2024-02-06 09:14:50.371107, 1725647, 787.275776
2024-02-06 09:16:58.372185, 1727130, 787.955712
2024-02-06 09:18:58.150443, 1728601, 788.62336
2024-02-06 09:20:58.295820, 1730056, 789.291008
2024-02-06 09:22:58.482845, 1731503, 789.950464
2024-02-06 09:24:58.229126, 1732932, 790.601728
2024-02-06 09:26:58.253959, 1734341, 791.2448
2024-02-06 09:28:58.901907, 1735742, 791.883776
2024-02-06 09:30:51.101979, 1737137, 792.518656
2024-02-06 09:32:51.020804, 1738520, 793.153536
2024-02-06 09:34:51.170281, 1739911, 793.78432
2024-02-06 09:36:51.206288, 1741297, 794.4192
2024-02-06 09:38:51.209359, 1742665, 795.041792
2024-02-06 09:40:51.506526, 1744043, 795.66848
2024-02-06 09:42:51.354067, 1745415, 796.299264
2024-02-06 09:44:51.404733, 1746787, 796.921856
2024-02-06 09:46:51.475121, 1748158, 797.548544
2024-02-06 09:48:51.620622, 1749506, 798.162944
2024-02-06 09:50:59.216232, 1750838, 798.769152
2024-02-06 09:52:59.570969, 1752155, 799.37536
2024-02-06 09:54:59.253783, 1753480, 799.977472
2024-02-06 09:56:52.697254, 1754819, 800.587776
2024-02-06 09:58:51.976198, 1756151, 801.19808
2024-02-06 11:26:02.061153, 1756984, 801.574912
2024-02-06 11:28:03.305832, 1758156, 802.107392
2024-02-06 11:30:02.225915, 1759487, 802.717696
2024-02-06 11:32:03.664288, 1760815, 803.323904
2024-02-06 11:34:03.476256, 1762131, 803.92192
2024-02-06 11:36:03.113853, 1763435, 804.519936
2024-02-06 11:38:02.934871, 1764575, 805.040128
2024-02-06 11:40:03.109113, 1765889, 805.64224
2024-02-06 11:41:55.833265, 1767213, 806.244352
2024-02-06 11:43:55.570663, 1768536, 806.846464
2024-02-06 11:45:59.229486, 1769851, 807.448576
2024-02-06 11:47:55.584217, 1771152, 808.0384
2024-02-06 11:49:55.595812, 1772437, 808.624128
2024-02-06 11:51:55.691865, 1773719, 809.213952
2024-02-06 11:53:55.627835, 1774989, 809.791488
2024-02-06 11:56:03.492411, 1776274, 810.37312
2024-02-06 11:58:03.653123, 1777395, 810.889216
2024-02-06 12:00:02.615978, 1778685, 811.474944
2024-02-06 12:02:03.857302, 1779984, 812.068864
2024-02-06 12:03:56.139333, 1781274, 812.658688
2024-02-06 12:06:03.692487, 1782561, 813.244416
2024-02-06 12:08:03.454450, 1783696, 813.760512
2024-02-06 12:10:03.620639, 1784984, 814.350336
2024-02-06 12:12:04.121454, 1786333, 814.964736
2024-02-06 12:13:56.092236, 1787681, 815.583232
2024-02-06 12:16:03.950816, 1789045, 816.201728
2024-02-06 12:18:03.716069, 1790254, 816.754688
2024-02-06 12:20:03.942450, 1791643, 817.389568
2024-02-06 12:22:03.402251, 1793051, 818.028544
2024-02-06 12:24:03.922674, 1794458, 818.671616
2024-02-06 12:26:04.183306, 1795855, 819.310592
2024-02-06 12:28:04.081351, 1797089, 819.871744
2024-02-06 12:30:04.692833, 1798517, 820.527104
2024-02-06 12:32:04.657834, 1799952, 821.178368
2024-02-06 12:34:04.789528, 1801390, 821.833728
2024-02-06 12:36:03.675936, 1802834, 822.493184
2024-02-06 12:38:02.787255, 1804091, 823.066624
2024-02-06 12:40:04.235636, 1805535, 823.72608
2024-02-06 12:41:56.313237, 1806974, 824.38144
2024-02-06 12:44:03.874675, 1808416, 825.040896
2024-02-06 12:46:05.086464, 1809871, 825.704448
2024-02-06 12:47:59.893033, 1811164, 826.294272
2024-02-06 12:50:04.182569, 1812633, 826.966016
2024-02-06 12:52:03.713644, 1814133, 827.650048
2024-02-06 12:54:04.658052, 1815613, 828.321792
2024-02-06 12:56:00.116340, 1817102, 829.005824
2024-02-06 12:57:55.954723, 1818624, 829.698048
2024-02-06 12:59:56.033464, 1820157, 830.398464
2024-02-06 13:01:55.981292, 1821686, 831.094784
2024-02-06 13:03:55.971969, 1823184, 831.778816
2024-02-06 13:05:55.998831, 1824677, 832.458752
2024-02-06 13:08:04.759000, 1826148, 833.130496
2024-02-06 13:09:56.209459, 1827610, 833.798144
2024-02-06 13:12:04.512391, 1829075, 834.465792
2024-02-06 13:14:04.834732, 1830541, 835.137536
2024-02-06 13:16:05.079280, 1832014, 835.80928
2024-02-06 13:18:03.858918, 1833512, 836.489216
2024-02-06 13:20:04.691855, 1835011, 837.177344
2024-02-06 13:21:56.316704, 1836532, 837.869568
2024-02-06 13:23:56.317763, 1838022, 838.549504
2024-02-06 13:25:58.275604, 1839524, 839.233536
2024-02-06 13:27:56.335181, 1841039, 839.921664
2024-02-06 13:29:56.338163, 1842552, 840.613888
2024-02-06 13:31:56.353163, 1844135, 841.334784
2024-02-06 13:33:56.362875, 1845734, 842.067968
2024-02-06 13:36:05.208572, 1847352, 842.805248
2024-02-06 13:37:56.765870, 1848979, 843.55072
2024-02-06 13:39:56.394406, 1850605, 844.288
2024-02-06 13:41:56.398371, 1852283, 845.058048
2024-02-06 13:43:56.401643, 1853970, 845.824
2024-02-06 13:45:56.399735, 1855694, 846.614528
2024-02-06 13:47:56.405291, 1857465, 847.417344
2024-02-06 13:49:56.489230, 1859238, 848.228352
2024-02-06 13:51:56.498892, 1861026, 849.043456
2024-02-06 13:53:56.528260, 1862813, 849.862656
2024-02-06 13:56:05.489732, 1864610, 850.67776
2024-02-06 13:57:56.502459, 1866426, 851.509248
2024-02-06 14:00:04.643879, 1868269, 852.348928
2024-02-06 14:02:04.959211, 1870187, 853.225472
2024-02-06 14:04:04.570213, 1872143, 854.114304
2024-02-06 14:06:05.369181, 1873889, 854.913024
2024-02-06 14:08:05.418063, 1875935, 855.846912
2024-02-06 14:10:05.250323, 1877993, 856.784896
2024-02-06 14:12:05.417894, 1880128, 857.759744
2024-02-06 14:14:03.280579, 1882269, 858.734592
2024-02-06 14:16:04.504914, 1884417, 859.717632
2024-02-06 14:18:04.996438, 1886613, 860.717056
2024-02-06 14:20:05.286855, 1888833, 861.732864
2024-02-06 14:22:05.201957, 1891067, 862.748672
2024-02-06 14:24:05.588458, 1893319, 863.776768
2024-02-06 14:26:04.030474, 1895602, 864.817152
2024-02-06 14:28:05.063885, 1897921, 865.869824
2024-02-06 14:30:05.476827, 1900263, 866.93888
2024-02-06 14:32:05.389552, 1902639, 868.020224
2024-02-06 14:34:05.022514, 1905029, 869.105664
2024-02-06 14:36:05.665433, 1907446, 870.211584
2024-02-06 14:38:04.919628, 1909924, 871.34208
2024-02-06 14:40:06.218682, 1912455, 872.493056
2024-02-06 14:42:05.102151, 1915024, 873.664512
2024-02-06 14:44:05.635103, 1917593, 874.840064
2024-02-06 14:46:05.646458, 1920171, 876.015616
2024-02-06 14:48:05.641145, 1922725, 877.17888
2024-02-06 14:49:57.940855, 1925232, 878.321664
2024-02-06 14:51:57.172923, 1927744, 879.468544
2024-02-06 14:53:57.191725, 1930252, 880.611328
2024-02-06 14:56:06.384691, 1932743, 881.750016
2024-02-06 14:58:06.285149, 1935235, 882.888704
2024-02-06 15:00:06.491756, 1937714, 884.015104
2024-02-06 15:02:05.652071, 1940235, 885.16608
2024-02-06 15:04:06.021414, 1942753, 886.317056
2024-02-06 15:06:06.815235, 1945293, 887.476224
2024-02-06 15:08:06.150861, 1947825, 888.631296
2024-02-06 15:10:06.614866, 1950319, 889.769984
2024-02-06 15:12:07.233884, 1952804, 890.904576
2024-02-06 15:14:07.503165, 1955300, 892.039168
2024-02-06 15:16:06.897019, 1957796, 893.181952
2024-02-06 15:18:07.397660, 1960327, 894.337024
2024-02-06 15:20:07.082898, 1962868, 895.492096
2024-02-06 15:22:06.778066, 1965405, 896.651264
2024-02-06 15:24:07.523420, 1967913, 897.798144
2024-02-06 15:26:07.659871, 1970426, 898.945024
2024-02-06 15:28:07.470985, 1972888, 900.063232
2024-02-06 15:30:07.501856, 1975299, 901.165056
2024-02-06 15:32:06.904394, 1977726, 902.275072
2024-02-06 15:34:07.172487, 1980175, 903.389184
2024-02-06 15:36:07.912924, 1982629, 904.511488
2024-02-06 15:38:07.918797, 1985092, 905.633792
2024-02-06 15:40:07.630301, 1987582, 906.768384
2024-02-06 15:42:07.773659, 1990102, 907.91936
2024-02-06 15:44:07.962106, 1992604, 909.062144
2024-02-06 15:46:07.535395, 1995112, 910.200832
2024-02-06 15:48:08.632149, 1997612, 911.343616
2024-02-06 15:50:08.379714, 2000108, 912.4864
2024-02-06 15:52:08.959612, 2002606, 913.625088
2024-02-06 15:54:08.508772, 2005097, 914.75968
2024-02-06 15:56:09.185388, 2007578, 915.894272
2024-02-06 15:58:08.540043, 2008832, 916.463616
2024-02-06 16:00:08.451134, 2011326, 917.602304
2024-02-06 16:02:08.738306, 2013794, 918.728704
2024-02-06 16:04:09.025341, 2016256, 919.851008
2024-02-06 16:06:08.620548, 2018673, 920.952832
2024-02-06 16:08:08.531668, 2021066, 922.046464
2024-02-06 16:10:08.752969, 2023408, 923.111424
2024-02-06 16:12:08.814268, 2025722, 924.172288
2024-02-06 16:14:09.196144, 2027997, 925.208576
2024-02-06 16:16:08.653069, 2030270, 926.244864
2024-02-06 16:18:09.247904, 2032552, 927.285248
2024-02-06 16:20:09.293516, 2034819, 928.321536
2024-02-06 16:22:08.812497, 2037077, 929.349632
2024-02-06 16:24:08.987366, 2039295, 930.36544
2024-02-06 16:26:08.764094, 2041480, 931.356672
2024-02-06 16:28:09.434719, 2043658, 932.352
2024-02-06 16:30:09.048117, 2045819, 933.343232
2024-02-06 16:32:09.383922, 2047996, 934.330368
2024-02-06 16:34:09.034054, 2050163, 935.3216
2024-02-06 16:37:00.069496, 2052311, 936.300544
2024-02-06 16:38:59.825554, 2054157, 937.14432
2024-02-06 16:41:00.573067, 2056243, 938.098688
2024-02-06 16:42:59.617387, 2058331, 939.04896
2024-02-06 16:44:59.692417, 2060412, 939.999232
2024-02-06 16:46:59.302246, 2062493, 940.945408
2024-02-06 16:49:00.080270, 2064280, 941.764608
2024-02-06 16:50:59.337023, 2066297, 942.678016
2024-02-06 16:52:59.477414, 2068286, 943.587328
2024-02-06 16:54:59.858398, 2070249, 944.480256
2024-02-06 16:57:00.150542, 2072222, 945.381376
2024-02-06 16:58:59.877768, 2073941, 946.163712
2024-02-06 17:00:59.916356, 2075916, 947.068928
2024-02-06 17:03:00.125390, 2077867, 947.961856
2024-02-06 17:04:59.548318, 2079787, 948.834304
2024-02-06 17:06:59.838432, 2081701, 949.710848
2024-02-06 17:09:00.054234, 2083359, 950.464512
2024-02-06 17:11:01.058723, 2085215, 951.312384
2024-02-06 17:13:00.307875, 2087054, 952.147968
2024-02-06 17:15:00.909336, 2088867, 952.979456
2024-02-06 17:17:00.543091, 2090661, 953.79456
2024-02-06 17:19:00.413766, 2092196, 954.499072
2024-02-06 17:21:00.086024, 2093937, 955.2896
2024-02-06 17:23:00.681841, 2095642, 956.071936
2024-02-06 17:25:00.665275, 2097323, 956.833792
2024-02-06 17:27:00.335846, 2099012, 957.607936
2024-02-06 17:29:00.181790, 2100488, 958.27968
2024-02-06 17:31:00.948203, 2102157, 959.045632
2024-02-06 17:33:00.180405, 2103799, 959.791104
2024-02-06 17:35:00.179686, 2105425, 960.536576
2024-02-06 17:37:00.806264, 2107034, 961.265664
2024-02-06 17:39:00.800268, 2108434, 961.90464
2024-02-06 17:41:00.548572, 2110028, 962.633728
2024-02-06 17:43:00.821483, 2111589, 963.346432
2024-02-06 17:45:00.772936, 2113145, 964.05504
2024-02-06 17:47:00.275133, 2114679, 964.755456
2024-02-06 17:49:00.387687, 2116018, 965.369856
2024-02-06 17:51:00.367905, 2117550, 966.066176
2024-02-06 17:53:00.760698, 2119057, 966.754304
2024-02-06 17:55:01.279810, 2120538, 967.430144
2024-02-06 17:57:01.242070, 2121987, 968.093696
