time, number of rows, filesize (MB)
2024-02-07 12:34:19.775546, 2621895, 1196.228608
2024-02-07 12:36:19.519800, 2623542, 1196.978176
2024-02-07 12:38:19.867040, 2625015, 1197.654016
2024-02-07 12:40:20.117717, 2626705, 1198.419968
2024-02-07 12:42:20.536175, 2628412, 1199.202304
2024-02-07 12:44:20.800578, 2630120, 1199.980544
2024-02-07 12:46:20.586787, 2631844, 1200.766976
2024-02-07 12:48:20.389166, 2633369, 1201.463296
2024-02-07 12:50:21.146655, 2635096, 1202.253824
2024-02-07 12:52:21.526331, 2636821, 1203.03616
2024-02-07 12:54:21.665218, 2638519, 1203.8144
2024-02-07 12:56:21.852447, 2640220, 1204.59264
2024-02-07 12:58:21.636719, 2641725, 1205.276672
2024-02-07 13:00:22.330449, 2643426, 1206.054912
2024-02-07 13:02:23.748449, 2645152, 1206.841344
2024-02-07 13:04:22.650251, 2646646, 1207.525376
2024-02-07 13:06:23.742713, 2648340, 1208.295424
2024-02-07 13:08:22.161147, 2649823, 1208.971264
2024-02-07 13:10:23.883188, 2651497, 1209.737216
2024-02-07 13:12:22.638921, 2652988, 1210.417152
2024-02-07 13:14:21.572532, 2654681, 1211.191296
2024-02-07 13:16:21.771750, 2656365, 1211.961344
2024-02-07 13:18:22.353202, 2657845, 1212.633088
2024-02-07 13:20:23.649286, 2659512, 1213.394944
2024-02-07 13:22:23.727470, 2661160, 1214.148608
2024-02-07 13:24:25.078252, 2662794, 1214.89408
2024-02-07 13:26:22.443753, 2664203, 1215.537152
2024-02-07 13:28:23.031092, 2665611, 1216.176128
2024-02-07 13:30:23.894031, 2667219, 1216.913408
2024-02-07 13:32:24.453408, 2668844, 1217.654784
2024-02-07 13:34:24.400612, 2670487, 1218.404352
2024-02-07 13:36:24.872289, 2672154, 1219.162112
2024-02-07 13:38:24.481252, 2673617, 1219.833856
2024-02-07 13:40:24.492538, 2675283, 1220.591616
2024-02-07 13:42:24.020622, 2676964, 1221.361664
2024-02-07 13:44:25.297139, 2678645, 1222.127616
2024-02-07 13:46:25.902913, 2680362, 1222.909952
2024-02-07 13:48:26.924778, 2682102, 1223.708672
2024-02-07 13:50:26.451096, 2683835, 1224.495104
2024-02-07 13:52:27.347225, 2685538, 1225.273344
2024-02-07 13:54:27.180034, 2687249, 1226.05568
2024-02-07 13:56:27.895553, 2688959, 1226.838016
2024-02-07 13:58:27.806607, 2690471, 1227.526144
2024-02-07 14:00:26.898364, 2692273, 1228.34944
2024-02-07 14:02:28.492149, 2694146, 1229.201408
2024-02-07 14:04:29.195223, 2696023, 1230.057472
2024-02-07 14:06:29.901825, 2697930, 1230.925824
2024-02-07 14:08:30.597627, 2699626, 1231.704064
2024-02-07 14:10:30.499135, 2701329, 1232.478208
2024-02-07 14:12:29.285698, 2703076, 1233.276928
2024-02-07 14:14:29.830966, 2705094, 1234.198528
2024-02-07 14:16:30.437841, 2707172, 1235.144704
2024-02-07 14:18:29.899345, 2709037, 1235.996672
2024-02-07 14:20:29.419976, 2711174, 1236.975616
2024-02-07 14:22:30.476540, 2713305, 1237.946368
2024-02-07 14:24:31.616369, 2715439, 1238.921216
2024-02-07 14:26:33.020740, 2717613, 1239.912448
2024-02-07 14:28:30.951952, 2719548, 1240.793088
2024-02-07 14:30:31.592325, 2721795, 1241.821184
2024-02-07 14:32:30.815949, 2724096, 1242.873856
2024-02-07 14:34:31.627254, 2726389, 1243.91424
2024-02-07 14:36:32.697350, 2728704, 1244.975104
2024-02-07 14:38:32.935798, 2730761, 1245.913088
2024-02-07 14:40:34.160347, 2733136, 1246.994432
2024-02-07 14:42:33.545929, 2735252, 1247.961088
2024-02-07 14:44:33.800162, 2737668, 1249.062912
2024-02-07 14:46:34.608301, 2740116, 1250.18112
2024-02-07 14:48:34.952523, 2742282, 1251.160064
2024-02-07 14:50:35.535721, 2744759, 1252.29056
2024-02-07 14:52:35.242905, 2747253, 1253.429248
2024-02-07 14:54:37.581840, 2749730, 1254.555648
2024-02-07 14:56:37.297201, 2751875, 1255.534592
2024-02-07 14:58:36.680780, 2754009, 1256.513536
2024-02-07 15:00:36.023635, 2756438, 1257.619456
2024-02-07 15:02:37.638455, 2758908, 1258.745856
2024-02-07 15:04:39.553134, 2761368, 1259.86816
2024-02-07 15:06:38.869808, 2763569, 1260.875776
2024-02-07 15:08:39.166147, 2765768, 1261.8752
2024-02-07 15:10:38.022082, 2767944, 1262.870528
2024-02-07 15:12:38.643549, 2770451, 1264.013312
2024-02-07 15:14:40.400852, 2772961, 1265.160192
2024-02-07 15:16:39.006296, 2775175, 1266.167808
2024-02-07 15:18:39.946258, 2777408, 1267.187712
2024-02-07 15:20:40.022687, 2779643, 1268.211712
2024-02-07 15:22:40.581473, 2781885, 1269.231616
2024-02-07 15:24:39.380314, 2784098, 1270.243328
2024-02-07 15:26:39.218009, 2786614, 1271.390208
2024-02-07 15:28:40.512997, 2788757, 1272.369152
2024-02-07 15:30:39.378667, 2790916, 1273.352192
2024-02-07 15:32:40.084915, 2793391, 1274.482688
2024-02-07 15:34:40.313207, 2795842, 1275.604992
2024-02-07 15:36:41.055512, 2798304, 1276.727296
2024-02-07 15:38:41.487866, 2800451, 1277.70624
2024-02-07 15:40:41.810536, 2802599, 1278.685184
2024-02-07 15:42:40.741766, 2804780, 1279.684608
2024-02-07 15:44:41.109859, 2807269, 1280.815104
2024-02-07 15:46:42.507150, 2809752, 1281.949696
2024-02-07 15:48:41.792845, 2811908, 1282.936832
2024-02-07 15:50:43.186042, 2814359, 1284.05504
2024-02-07 15:52:42.715622, 2816516, 1285.03808
2024-02-07 15:54:44.294832, 2818975, 1286.160384
2024-02-07 15:56:44.024073, 2821131, 1287.14752
2024-02-07 15:58:44.310559, 2823292, 1288.13056
2024-02-07 16:00:45.337293, 2825760, 1289.25696
2024-02-07 16:02:45.034754, 2827919, 1290.244096
2024-02-07 16:04:46.006229, 2830334, 1291.34592
2024-02-07 16:06:47.490359, 2832689, 1292.419072
2024-02-07 16:08:46.744114, 2834716, 1293.344768
2024-02-07 16:10:47.847203, 2836998, 1294.389248
2024-02-07 16:13:03.631932, 2839266, 1295.42144
2024-02-07 16:15:03.387527, 2841232, 1296.318464
2024-02-07 16:17:03.209500, 2843165, 1297.199104
2024-02-07 16:19:04.536806, 2845094, 1298.079744
2024-02-07 16:21:03.518774, 2847021, 1298.960384
2024-02-07 16:23:02.584838, 2848929, 1299.828736
2024-02-07 16:25:04.420241, 2851111, 1300.82816
2024-02-07 16:27:03.916645, 2853014, 1301.696512
2024-02-07 16:29:04.092089, 2854894, 1302.552576
2024-02-07 16:31:03.994294, 2856753, 1303.404544
2024-02-07 16:33:04.247814, 2858603, 1304.244224
2024-02-07 16:35:05.150569, 2860460, 1305.092096
2024-02-07 16:37:04.728925, 2862316, 1305.939968
2024-02-07 16:39:04.449122, 2864148, 1306.775552
2024-02-07 16:41:05.140737, 2865949, 1307.598848
2024-02-07 16:43:03.274405, 2867740, 1308.413952
2024-02-07 16:45:04.952127, 2868993, 1308.991488
2024-02-07 16:47:04.850818, 2870743, 1309.786112
2024-02-07 16:49:04.551985, 2872485, 1310.584832
2024-02-07 16:51:03.228071, 2874200, 1311.363072
2024-02-07 16:53:05.339999, 2876157, 1312.260096
2024-02-07 16:55:05.212838, 2877852, 1313.030144
2024-02-07 16:57:05.652557, 2879046, 1313.579008
2024-02-07 16:59:05.864737, 2880709, 1314.332672
2024-02-07 17:01:05.544711, 2882364, 1315.090432
2024-02-07 17:03:05.603767, 2884019, 1315.844096
2024-02-07 17:05:05.069622, 2885659, 1316.593664
2024-02-07 17:07:05.221983, 2887291, 1317.339136
2024-02-07 17:09:05.391442, 2888909, 1318.076416
2024-02-07 17:11:05.155807, 2890503, 1318.805504
2024-02-07 17:13:05.331354, 2892069, 1319.522304
2024-02-07 17:15:05.287030, 2893599, 1320.218624
2024-02-07 17:17:05.120950, 2895099, 1320.902656
2024-02-07 17:19:05.286583, 2896591, 1321.582592
2024-02-07 17:21:05.005558, 2898075, 1322.262528
2024-02-07 17:23:05.679937, 2899533, 1322.92608
2024-02-07 17:25:05.271233, 2900980, 1323.585536
2024-02-07 17:27:05.022705, 2902428, 1324.249088
2024-02-07 17:29:04.959164, 2903852, 1324.896256
2024-02-07 17:31:06.976948, 2905458, 1325.62944
2024-02-07 17:33:07.069082, 2906854, 1326.26432
2024-02-07 17:35:05.225441, 2908231, 1326.895104
2024-02-07 17:37:06.086331, 2909805, 1327.611904
2024-02-07 17:39:06.906352, 2911169, 1328.238592
2024-02-07 17:41:07.095321, 2912512, 1328.848896
2024-02-07 17:43:07.096440, 2913855, 1329.4592
2024-02-07 17:45:06.978941, 2915197, 1330.0736
2024-02-07 17:47:07.094810, 2916531, 1330.683904
2024-02-07 17:49:07.263473, 2917845, 1331.286016
2024-02-07 17:51:07.452355, 2919171, 1331.888128
2024-02-07 17:53:05.946532, 2920496, 1332.49024
2024-02-07 17:55:07.631872, 2921989, 1333.174272
2024-02-07 17:57:08.707057, 2923279, 1333.76
2024-02-07 17:59:08.618323, 2924555, 1334.345728
2024-02-07 18:01:07.956700, 2925815, 1334.919168
2024-02-07 18:03:07.889077, 2927071, 1335.496704
2024-02-07 18:05:07.896540, 2928315, 1336.061952
2024-02-07 18:07:08.569308, 2929568, 1336.631296
2024-02-07 18:09:07.851813, 2930795, 1337.192448
2024-02-07 18:11:08.350175, 2932017, 1337.749504
2024-02-07 18:13:08.424486, 2933221, 1338.298368
2024-02-07 18:15:08.575066, 2934405, 1338.843136
2024-02-07 18:17:07.959978, 2935579, 1339.375616
2024-02-07 18:19:08.684795, 2936737, 1339.908096
2024-02-07 18:21:08.311781, 2937868, 1340.420096
2024-02-07 18:23:08.144076, 2938984, 1340.928
2024-02-07 18:25:07.920316, 2940103, 1341.444096
2024-02-07 18:27:08.087784, 2941190, 1341.935616
2024-02-07 18:29:08.944387, 2942253, 1342.42304
2024-02-07 18:31:08.702510, 2943292, 1342.898176
2024-02-07 18:33:08.401011, 2944331, 1343.369216
2024-02-07 18:35:07.940484, 2945349, 1343.83616
2024-02-07 18:37:07.503963, 2946352, 1344.294912
2024-02-07 18:39:08.513410, 2947347, 1344.749568
2024-02-07 18:41:08.373980, 2948328, 1345.196032
2024-02-07 18:43:08.030109, 2949307, 1345.6384
2024-02-07 18:45:07.682566, 2950273, 1346.084864
2024-02-07 18:47:08.484837, 2951225, 1346.514944
2024-02-07 18:49:08.405720, 2952166, 1346.945024
2024-02-07 18:51:07.669753, 2953100, 1347.375104
2024-02-07 18:53:08.599322, 2954024, 1347.792896
2024-02-07 18:55:09.015280, 2954942, 1348.210688
2024-02-07 18:57:07.827730, 2955861, 1348.632576
2024-02-07 18:59:08.201416, 2956767, 1349.046272
2024-02-07 19:01:08.985052, 2957670, 1349.459968
2024-02-07 19:03:07.060635, 2958577, 1349.869568
2024-02-07 19:05:08.734815, 2959621, 1350.3488
2024-02-07 19:07:08.556962, 2960530, 1350.762496
2024-02-07 19:09:08.523344, 2961432, 1351.176192
2024-02-07 19:11:09.234678, 2962309, 1351.573504
2024-02-07 19:13:08.938257, 2963177, 1351.970816
2024-02-07 19:15:08.869350, 2964053, 1352.372224
2024-02-07 19:17:08.823579, 2964925, 1352.769536
2024-02-07 19:19:08.952866, 2965793, 1353.166848
2024-02-07 19:21:08.177018, 2966655, 1353.560064
2024-02-07 19:23:09.461627, 2967517, 1353.95328
2024-02-07 19:25:08.632244, 2968361, 1354.334208
2024-02-07 19:27:09.613739, 2969203, 1354.723328
2024-02-07 19:29:10.387419, 2970047, 1355.108352
2024-02-07 19:31:08.992325, 2970900, 1355.497472
2024-02-07 19:33:09.763091, 2971766, 1355.890688
2024-02-07 19:35:09.178018, 2972634, 1356.288
2024-02-07 19:37:08.791416, 2973501, 1356.685312
2024-02-07 19:39:08.970084, 2974357, 1357.074432
2024-02-07 19:41:09.053434, 2975208, 1357.459456
2024-02-07 19:43:09.481899, 2976056, 1357.848576
2024-02-07 19:45:09.240441, 2976911, 1358.237696
2024-02-07 19:47:08.870406, 2977793, 1358.639104
2024-02-07 19:49:08.359641, 2978681, 1359.048704
2024-02-07 19:51:08.382273, 2979556, 1359.446016
2024-02-07 19:53:08.657932, 2980412, 1359.835136
2024-02-07 19:55:09.378127, 2981256, 1360.22016
2024-02-07 19:57:10.291742, 2982078, 1360.601088
2024-02-07 19:59:08.928478, 2982892, 1360.969728
2024-02-07 20:01:08.910960, 2983694, 1361.334272
2024-02-07 20:03:09.662787, 2984499, 1361.702912
2024-02-07 20:05:09.113325, 2985303, 1362.071552
2024-02-07 20:07:09.418983, 2986113, 1362.440192
2024-02-07 20:09:08.976410, 2986924, 1362.808832
2024-02-07 20:11:09.002916, 2987736, 1363.177472
2024-02-07 20:13:09.858622, 2988542, 1363.550208
2024-02-07 20:15:10.436979, 2989341, 1363.914752
2024-02-07 20:17:09.375407, 2990148, 1364.279296
2024-02-07 20:19:09.301460, 2990959, 1364.647936
2024-02-07 20:21:10.399284, 2991771, 1365.024768
2024-02-07 20:23:10.236780, 2992581, 1365.393408
2024-02-07 20:25:10.420848, 2993380, 1365.753856
2024-02-07 20:27:09.412225, 2994138, 1366.102016
2024-02-07 20:29:09.911994, 2994857, 1366.433792
2024-02-07 20:31:09.432123, 2995557, 1366.749184
2024-02-07 20:33:09.157583, 2996258, 1367.068672
2024-02-07 20:35:09.413290, 2996956, 1367.38816
2024-02-07 20:37:09.084647, 2997660, 1367.707648
2024-02-07 20:39:09.880708, 2998367, 1368.035328
2024-02-07 20:41:09.816587, 2999073, 1368.354816
2024-02-07 20:43:08.464652, 2999773, 1368.674304
2024-02-07 20:45:10.661107, 3000476, 1368.993792
2024-02-07 20:47:09.788243, 3001170, 1369.31328
2024-02-07 20:49:09.427226, 3001859, 1369.628672
2024-02-07 20:51:09.337534, 3002545, 1369.939968
2024-02-07 20:53:09.735756, 3003222, 1370.247168
2024-02-07 20:55:09.576080, 3003882, 1370.546176
2024-02-07 20:57:09.301717, 3004531, 1370.845184
2024-02-07 20:59:10.076995, 3005160, 1371.131904
2024-02-07 21:01:09.885775, 3005787, 1371.418624
2024-02-07 21:03:09.814865, 3006428, 1371.70944
2024-02-07 21:05:08.583562, 3007062, 1372.000256
2024-02-07 21:07:09.435984, 3007708, 1372.295168
2024-02-07 21:09:09.700529, 3008356, 1372.59008
2024-02-07 21:11:09.619383, 3008994, 1372.880896
2024-02-07 21:13:09.638056, 3009619, 1373.167616
2024-02-07 21:15:10.579144, 3010249, 1373.454336
2024-02-07 21:17:09.485605, 3010879, 1373.745152
2024-02-07 21:19:10.787010, 3011506, 1374.027776
2024-02-07 21:21:09.170607, 3012120, 1374.3104
2024-02-07 21:23:09.803485, 3012729, 1374.584832
2024-02-07 21:25:09.339228, 3013340, 1374.86336
2024-02-07 21:27:09.291567, 3013948, 1375.141888
2024-02-07 21:29:10.619585, 3014558, 1375.424512
2024-02-07 21:31:09.883601, 3015170, 1375.70304
2024-02-07 21:33:10.213982, 3015781, 1375.981568
2024-02-07 21:35:09.319135, 3016397, 1376.260096
2024-02-07 21:37:09.486502, 3017015, 1376.54272
2024-02-07 21:39:09.881571, 3017624, 1376.821248
2024-02-07 21:41:09.875585, 3018222, 1377.09568
2024-02-07 21:43:09.724805, 3018811, 1377.36192
2024-02-07 21:45:09.953891, 3019399, 1377.632256
2024-02-07 21:47:09.616256, 3019994, 1377.902592
2024-02-07 21:49:10.147908, 3020596, 1378.18112
2024-02-07 21:51:09.995534, 3021205, 1378.455552
2024-02-07 21:53:10.716787, 3021806, 1378.729984
2024-02-07 21:55:09.645323, 3022399, 1379.00032
2024-02-07 21:57:09.651167, 3022979, 1379.262464
2024-02-07 21:59:09.926767, 3023553, 1379.524608
2024-02-07 22:01:10.250000, 3024122, 1379.786752
2024-02-07 22:03:09.499902, 3024693, 1380.048896
2024-02-07 22:05:09.926884, 3025267, 1380.31104
2024-02-07 22:07:09.713257, 3025846, 1380.573184
2024-02-07 22:09:10.225419, 3026418, 1380.831232
2024-02-07 22:11:10.085270, 3026983, 1381.093376
2024-02-07 22:13:10.106470, 3027539, 1381.347328
2024-02-07 22:15:09.890872, 3028099, 1381.60128
2024-02-07 22:17:10.055951, 3028673, 1381.863424
2024-02-07 22:19:09.285514, 3029245, 1382.125568
2024-02-07 22:21:10.400150, 3029815, 1382.383616
2024-02-07 22:23:09.281375, 3030388, 1382.649856
2024-02-07 22:25:10.172896, 3030956, 1382.907904
2024-02-07 22:27:09.993575, 3031519, 1383.161856
2024-02-07 22:29:10.132608, 3032079, 1383.415808
2024-02-07 22:31:10.189260, 3032642, 1383.673856
2024-02-07 22:33:10.294956, 3033208, 1383.931904
2024-02-07 22:35:10.239963, 3033780, 1384.194048
2024-02-07 22:37:08.959250, 3034347, 1384.452096
2024-02-07 22:39:10.354720, 3034911, 1384.710144
2024-02-07 22:41:10.439250, 3035478, 1384.968192
2024-02-07 22:43:09.079341, 3036045, 1385.22624
2024-02-07 22:45:10.458354, 3036612, 1385.488384
2024-02-07 22:47:10.301431, 3037179, 1385.746432
2024-02-07 22:49:10.111749, 3037746, 1386.00448
2024-02-07 22:51:10.585598, 3038309, 1386.262528
2024-02-07 22:53:10.292903, 3038867, 1386.51648
2024-02-07 22:55:09.700281, 3039408, 1386.76224
2024-02-07 22:57:09.928497, 3039940, 1387.012096
2024-02-07 22:59:09.857711, 3040474, 1387.25376
2024-02-07 23:01:10.353244, 3041001, 1387.495424
2024-02-07 23:03:10.803431, 3041530, 1387.737088
2024-02-07 23:05:09.811044, 3042075, 1387.982848
2024-02-07 23:07:10.599850, 3042617, 1388.228608
2024-02-07 23:09:10.345222, 3043169, 1388.486656
2024-02-07 23:11:09.951549, 3043715, 1388.732416
2024-02-07 23:13:10.654163, 3044278, 1388.990464
2024-02-07 23:15:11.064647, 3044842, 1389.248512
2024-02-07 23:17:10.794677, 3045407, 1389.502464
2024-02-07 23:19:10.542161, 3045961, 1389.756416
2024-02-07 23:21:10.872243, 3046513, 1390.010368
2024-02-07 23:23:10.461199, 3047063, 1390.260224
2024-02-07 23:25:10.162512, 3047604, 1390.505984
2024-02-07 23:27:10.398445, 3048141, 1390.751744
2024-02-07 23:29:11.205045, 3048672, 1390.993408
2024-02-07 23:31:10.385362, 3049196, 1391.230976
2024-02-07 23:33:10.691787, 3049727, 1391.476736
2024-02-07 23:35:10.332231, 3050266, 1391.722496
2024-02-07 23:37:11.265858, 3050800, 1391.968256
2024-02-07 23:39:11.539557, 3051326, 1392.205824
2024-02-07 23:41:10.537709, 3051849, 1392.443392
2024-02-07 23:43:10.913575, 3052369, 1392.68096
2024-02-07 23:45:11.215977, 3052892, 1392.922624
2024-02-07 23:47:10.302569, 3053407, 1393.156096
2024-02-07 23:49:10.240603, 3053916, 1393.389568
2024-02-07 23:51:10.888041, 3054417, 1393.614848
2024-02-07 23:53:10.796369, 3054912, 1393.840128
2024-02-07 23:55:09.264494, 3055399, 1394.065408
2024-02-07 23:57:11.618068, 3055937, 1394.311168
2024-02-07 23:59:09.363528, 3056406, 1394.52416
2024-02-08 00:01:11.760317, 3056922, 1394.761728
2024-02-08 00:03:12.812314, 3057374, 1394.966528
2024-02-08 00:05:10.894026, 3057840, 1395.17952
2024-02-08 00:07:11.494730, 3058288, 1395.38432
2024-02-08 00:09:12.005702, 3058729, 1395.585024
2024-02-08 00:11:11.048111, 3059162, 1395.785728
2024-02-08 00:13:12.524019, 3059584, 1395.97824
2024-02-08 00:15:11.827462, 3059991, 1396.16256
2024-02-08 00:17:11.538103, 3060381, 1396.338688
2024-02-08 00:19:11.507406, 3060774, 1396.518912
2024-02-08 00:21:11.150976, 3061163, 1396.69504
2024-02-08 00:23:12.337436, 3061551, 1396.871168
2024-02-08 00:25:11.868282, 3061937, 1397.047296
2024-02-08 00:27:05.055770, 3062303, 1397.219328
2024-02-08 00:29:07.106822, 3062653, 1397.379072
2024-02-08 00:31:10.776591, 3063048, 1397.5552
2024-02-08 00:33:11.359627, 3063367, 1397.702656
2024-02-08 00:35:12.025648, 3063682, 1397.846016
2024-02-08 00:37:11.336149, 3063986, 1397.98528
2024-02-08 00:39:12.244237, 3064229, 1398.095872
2024-02-08 00:41:11.497070, 3064498, 1398.218752
2024-02-08 00:43:11.522468, 3064740, 1398.325248
2024-02-08 00:45:11.222303, 3064966, 1398.431744
2024-02-08 00:47:11.989493, 3065183, 1398.530048
2024-02-08 00:49:11.614401, 3065400, 1398.628352
2024-02-08 00:51:12.384935, 3065615, 1398.730752
2024-02-08 00:53:11.267601, 3065808, 1398.816768
2024-02-08 00:55:11.503774, 3065984, 1398.898688
2024-02-08 00:57:11.264840, 3066140, 1398.96832
2024-02-08 00:59:11.692978, 3066280, 1399.033856
2024-02-08 01:01:11.410427, 3066417, 1399.095296
2024-02-08 01:03:10.906434, 3066545, 1399.15264
2024-02-08 01:05:11.374611, 3066669, 1399.209984
2024-02-08 01:07:12.037560, 3066788, 1399.263232
2024-02-08 01:09:11.960204, 3066885, 1399.308288
2024-02-08 01:11:11.930608, 3066997, 1399.35744
2024-02-08 01:13:10.760817, 3067099, 1399.406592
2024-02-08 01:15:11.612666, 3067193, 1399.447552
2024-02-08 01:17:12.285406, 3067291, 1399.492608
2024-02-08 01:19:11.430740, 3067385, 1399.533568
2024-02-08 01:21:12.370490, 3067483, 1399.578624
2024-02-08 01:23:11.037717, 3067581, 1399.62368
2024-02-08 01:25:11.378045, 3067673, 1399.66464
2024-02-08 01:27:11.468270, 3067754, 1399.701504
2024-02-08 01:29:11.668444, 3067824, 1399.734272
2024-02-08 01:31:11.785925, 3067894, 1399.76704
2024-02-08 01:33:12.604181, 3067964, 1399.799808
2024-02-08 01:35:11.240238, 3068034, 1399.82848
2024-02-08 01:37:11.820842, 3068102, 1399.861248
2024-02-08 01:39:12.121599, 3068165, 1399.88992
2024-02-08 01:41:11.679476, 3068229, 1399.918592
2024-02-08 01:43:11.300777, 3068299, 1399.95136
2024-02-08 01:45:12.371865, 3068372, 1399.984128
2024-02-08 01:47:12.300826, 3068449, 1400.020992
2024-02-08 01:49:12.678384, 3068526, 1400.05376
2024-02-08 01:51:12.511056, 3068603, 1400.090624
2024-02-08 01:53:12.602338, 3068675, 1400.123392
2024-02-08 01:55:12.410469, 3068734, 1400.147968
2024-02-08 01:57:11.790327, 3068783, 1400.17664
2024-02-08 01:59:11.653941, 3068834, 1400.19712
2024-02-08 02:01:10.410678, 3068891, 1400.225792
2024-02-08 02:03:12.619207, 3068963, 1400.25856
2024-02-08 02:05:12.672282, 3069026, 1400.287232
2024-02-08 02:07:12.570732, 3069089, 1400.315904
2024-02-08 02:09:12.646427, 3069152, 1400.344576
2024-02-08 02:11:12.103378, 3069209, 1400.369152
2024-02-08 02:13:12.045379, 3069265, 1400.393728
2024-02-08 02:15:12.938403, 3069321, 1400.418304
2024-02-08 02:17:12.551667, 3069377, 1400.446976
2024-02-08 02:19:12.061083, 3069433, 1400.471552
2024-02-08 02:21:12.507666, 3069489, 1400.496128
2024-02-08 02:23:13.032794, 3069545, 1400.520704
2024-02-08 02:25:12.872581, 3069601, 1400.549376
2024-02-08 02:27:07.894187, 3069657, 1400.573952
2024-02-08 02:29:12.893801, 3069716, 1400.598528
2024-02-08 02:31:12.815571, 3069779, 1400.6272
2024-02-08 02:33:13.059933, 3069842, 1400.655872
2024-02-08 02:35:12.361801, 3069905, 1400.684544
2024-02-08 02:37:12.408394, 3069963, 1400.713216
2024-02-08 02:39:12.100486, 3070019, 1400.737792
2024-02-08 02:41:13.134408, 3070075, 1400.762368
2024-02-08 02:43:12.425344, 3070131, 1400.79104
2024-02-08 02:45:13.007571, 3070194, 1400.819712
2024-02-08 02:47:12.631607, 3070257, 1400.848384
2024-02-08 02:49:13.086307, 3070320, 1400.877056
2024-02-08 02:51:13.275022, 3070383, 1400.905728
2024-02-08 02:53:13.084037, 3070446, 1400.9344
2024-02-08 02:55:12.823539, 3070501, 1400.958976
2024-02-08 02:57:12.827897, 3070550, 1400.979456
2024-02-08 02:59:13.400836, 3070602, 1401.004032
2024-02-08 03:01:13.403838, 3070658, 1401.028608
2024-02-08 03:03:12.666068, 3070721, 1401.05728
2024-02-08 03:05:12.820572, 3070784, 1401.085952
2024-02-08 03:07:12.332034, 3070840, 1401.110528
2024-02-08 03:09:13.221610, 3070894, 1401.135104
2024-02-08 03:11:12.531984, 3070943, 1401.15968
2024-02-08 03:13:12.716392, 3070992, 1401.18016
2024-02-08 03:15:12.999740, 3071041, 1401.204736
2024-02-08 03:17:13.593315, 3071090, 1401.225216
2024-02-08 03:19:12.987725, 3071139, 1401.249792
2024-02-08 03:21:12.907506, 3071188, 1401.270272
2024-02-08 03:23:13.643283, 3071237, 1401.290752
2024-02-08 03:25:13.867661, 3071286, 1401.315328
2024-02-08 03:27:12.615972, 3071335, 1401.335808
2024-02-08 03:29:12.304373, 3071384, 1401.360384
2024-02-08 03:31:12.959879, 3071433, 1401.380864
2024-02-08 03:33:13.603440, 3071482, 1401.40544
2024-02-08 03:35:12.581261, 3071531, 1401.42592
2024-02-08 03:37:13.680158, 3071577, 1401.4464
2024-02-08 03:39:13.538770, 3071619, 1401.46688
2024-02-08 03:41:12.943363, 3071661, 1401.48736
2024-02-08 03:43:13.043860, 3071703, 1401.503744
2024-02-08 03:45:13.437951, 3071757, 1401.52832
2024-02-08 03:47:13.144317, 3071813, 1401.552896
2024-02-08 03:49:12.789822, 3071869, 1401.581568
2024-02-08 03:51:12.902311, 3071923, 1401.606144
2024-02-08 03:53:13.507152, 3071972, 1401.63072
2024-02-08 03:55:12.650358, 3072021, 1401.655296
2024-02-08 03:57:13.005266, 3072066, 1401.675776
2024-02-08 03:59:12.921009, 3072115, 1401.696256
2024-02-08 04:01:11.993633, 3072171, 1401.720832
2024-02-08 04:03:13.657370, 3072227, 1401.745408
2024-02-08 04:05:13.231046, 3072283, 1401.77408
2024-02-08 04:07:13.009190, 3072339, 1401.798656
2024-02-08 04:09:12.992482, 3072395, 1401.823232
2024-02-08 04:11:13.123200, 3072444, 1401.847808
2024-02-08 04:13:13.038552, 3072493, 1401.868288
2024-02-08 04:15:12.772924, 3072542, 1401.888768
2024-02-08 04:17:13.450665, 3072591, 1401.913344
2024-02-08 04:19:12.515472, 3072640, 1401.933824
2024-02-08 04:21:13.428414, 3072689, 1401.9584
2024-02-08 04:23:13.905683, 3072738, 1401.97888
2024-02-08 04:25:12.899484, 3072787, 1402.003456
2024-02-08 04:27:13.092356, 3072836, 1402.023936
2024-02-08 04:29:12.978774, 3072885, 1402.048512
2024-02-08 04:31:13.755656, 3072934, 1402.068992
2024-02-08 04:33:13.618104, 3072983, 1402.089472
2024-02-08 04:35:13.010186, 3073032, 1402.114048
2024-02-08 04:37:13.216692, 3073078, 1402.134528
2024-02-08 04:39:13.943121, 3073120, 1402.155008
2024-02-08 04:41:13.132107, 3073162, 1402.171392
2024-02-08 04:43:13.867048, 3073204, 1402.191872
2024-02-08 04:45:13.822409, 3073246, 1402.212352
2024-02-08 04:47:13.111228, 3073289, 1402.228736
2024-02-08 04:49:13.643756, 3073348, 1402.257408
2024-02-08 04:51:13.620956, 3073408, 1402.28608
2024-02-08 04:53:13.539013, 3073461, 1402.310656
2024-02-08 04:55:13.336612, 3073503, 1402.32704
2024-02-08 04:57:12.148979, 3073545, 1402.34752
2024-02-08 04:59:14.253731, 3073587, 1402.368
2024-02-08 05:01:13.149453, 3073629, 1402.384384
2024-02-08 05:03:14.343937, 3073688, 1402.413056
2024-02-08 05:05:13.666510, 3073752, 1402.441728
2024-02-08 05:07:15.099034, 3073829, 1402.474496
2024-02-08 05:09:13.191168, 3073895, 1402.507264
2024-02-08 05:11:13.372090, 3073965, 1402.540032
